-10.813162589  14.539662282
9.58043884965  14.6102417589
29.1299870927  14.5442064401
41.0279465723  14.5455600191
60.5716937624  14.6160428118
86.9171754673  14.6190400224
127.713079924  14.5554218091
147.259727641  14.557645546
160.868997723  14.2861562707
188.099139994  13.4701414973
203.419720679  12.9258093677
221.260858846  13.0643578476
246.756486302  13.0672583741
280.750656244  13.0711257427
320.696706452  13.0074108451
355.540730643  13.0113748979
392.08446333  13.0155323191
398.039244123  12.8796909972
405.72853973  11.9249343756
414.244485374  11.5163468836
442.289675576  11.5195374627
508.581207489  11.4588197758
551.07101939  11.5319130422
573.167229852  11.5344268318
602.912128551  11.5378107793
633.506881499  11.5412914111
647.101648949  11.6110974142
