311.875707293  26.1460534748
327.814515359  24.7344668203
338.876239041  23.0901381182
351.197796654  20.5078875966
361.085584173  17.6920769535
377.110290007  14.1710865386
388.172013689  12.5267578365
397.945270851  12.5234855405
418.65617714  13.9228010853
432.084861541  14.152679874
451.631375864  14.1461352822
483.384917443  14.369878516
505.384290253  14.1281376546
524.968981362  13.1840802803
551.826350163  13.6438378577
573.80663458  13.8708533875
586.013661835  14.1011412132
607.898504288  16.671938699
616.373750733  18.5441010049
628.513968613  20.4150361998
640.644642297  22.5203495903
657.671488758  24.3896486372
669.859427621  25.0886928541
684.471592381  26.2556753882
694.187584364  27.6586722659
705.144321885  28.5925037154
713.686377705  28.8240186521
718.553917893  29.2911388953
