1.35371341441  4.65221218094
7.32393667795  4.65568324098
12.4412709038  4.6586584353
20.5437167615  4.66336915963
29.4990516568  4.66857574969
38.4543865521  4.67378233974
52.9535001921  4.68221205697
63.1856893153  4.57188193437
81.096359106  4.58229511448
92.6029231284  4.24014776798
114.34911426  4.1365118326
127.139970496  4.02766930715
143.763868744  3.68849715497
159.542315941  3.69767067078
171.056317949  3.704364858
182.570319957  3.71105904521
197.490919459  3.48717567283
209.431365986  3.4941177929
213.274325313  3.72891021111
