12.5751546481  10.9378060421
17.6776129024  10.243098169
21.9420580907  10.2455774976
24.5007252036  10.2470650948
27.9122813542  10.2490485577
30.4709484672  10.2505361548
36.0097685547  10.0211982595
37.7105879728  9.78962896848
40.2742137429  10.0236775881
43.6907285507  10.2582220735
44.1270903839  10.7235920513
48.8204594196  10.842599824
52.2245775844  10.4957417531
56.9253846058  10.9635910595
58.6286833525  10.8483022797
62.4443700646  9.80400907434
65.419564382  9.34062255941
67.9831901521  9.57467117904
69.2749203516  10.1568175338
72.6889558308  10.2750815079
73.9831653588  10.9735083739
76.9732356478  11.2078049264
78.6814930517  11.3250771691
83.8037859348  11.5606133859
85.0806401626  11.4450766732
91.8764798493  10.1699579754
93.1533340771  10.0544212627
96.1260490659  9.47475423655
99.5152912591  8.43021309829
102.495444234  8.19938760584
104.645022128  9.0145908488
107.659885703  10.4116925137
109.38053975  11.1103673125
113.230937062  11.6940012645
117.500340908  11.9290416155
119.610249544  10.8837566787
126.418485874  10.190040537
133.239118847  10.0777269515
137.064722873  9.49855579109
141.73825728  8.68731947389
145.571299292  8.45698984715
149.843182466  8.80831070946
155.828281701  9.50946483692
162.651394003  9.51343176268
165.631546977  9.28260627022
169.048061785  9.51715075558
178.424882542  9.29004425602
182.681889744  8.9436820509
185.247994843  9.29401118177
186.5446837  10.108718559
193.81159582  10.9268969963
199.355374565  10.9301201235
203.609902438  10.4674774071
207.016499932  10.2368998475
212.131354829  10.1235945306
