1.00156642368  15.5564278226
9.17622571129  15.6517541507
16.1829241534  15.7467696321
19.298553039  15.6544481556
26.2988516956  16.3083660433
33.6884706341  16.9623875466
42.2439171563  17.8030206987
48.4666418802  18.3635809542
57.8017955969  19.1112709364
63.2437464954  19.8579247629
69.0782175683  20.3252310018
74.1393812322  20.3265780042
83.0937477144  20.3289611624
92.0491808275  20.2381939196
120.862081576  19.9664102689
129.424994514  20.1549906136
137.986840822  20.4367213594
148.889941975  20.2533217934
160.180230148  20.256326645
173.029932711  20.0734451569
185.10099471  19.8903564376
196.394482775  19.6139100861
211.191853378  19.3383962747
225.597770437  19.2490796499
241.559901992  19.2533278884
255.96475242  19.2571616647
268.420868177  19.4467781652
279.317569544  19.8222810054
290.601457932  20.3841882634
298.383597045  20.7588621791
300.330198454  20.759380257
314.733982251  20.8563644343
333.42242241  20.7681875808
348.602713509  21.0516797913
